name,state,FDR,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
GENE-63,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-64,NO,1,222,235,136,81,32,312,214,212,463,281
GENE-65,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-66,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-67,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-68,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-69,NO,1,1820,2144,2222,1635,2302,2144,2288,1961,1932,1983
GENE-70,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-71,NO,1,242,365,199,208,311,328,311,271,210,309
GENE-72,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-73,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-74,NO,1,110,186,390,219,108,232,302,109,280,276
GENE-75,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-76,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-77,NO,1,2,3,2,0,1,2,2,0,0,1
GENE-78,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-79,NO,1,0,1,0,0,1,0,2,2,0,1
GENE-80,NO,1,0,1,0,0,0,0,0,0,1,0
GENE-81,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-82,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-83,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-84,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-85,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-86,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-87,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-88,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-89,NO,1,15,15,15,14,16,16,10,23,20,21
GENE-90,NO,1,1126,1083,248,1091,641,974,818,715,594,680
GENE-91,NO,1,1084,1026,517,751,1470,332,334,1184,844,731
GENE-92,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-93,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-94,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-95,NO,1,10,41,17,19,6,23,10,78,34,19
GENE-96,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-97,NO,1,1,1,2,5,6,2,0,5,1,2
GENE-98,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-99,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-100,NO,1,0,1,1,0,1,2,1,1,1,3
GENE-101,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-102,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-103,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-104,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-105,NO,1,114,87,131,110,120,80,89,136,112,101
GENE-106,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-107,NO,1,45,40,38,44,47,57,52,49,38,53
GENE-108,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-109,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-110,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-111,NO,1,3858,2886,3025,3405,2175,1669,3018,2435,2679,2586
GENE-112,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-113,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-114,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-115,NO,1,20,22,24,26,37,34,26,20,18,38
GENE-116,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-117,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-118,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-119,NO,1,115,105,83,79,97,79,107,85,87,78
GENE-120,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-121,NO,1,4,5,3,8,5,7,3,8,10,4
GENE-122,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-123,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-124,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-125,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-126,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-127,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-128,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-129,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-130,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-131,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-132,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-133,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-134,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-135,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-136,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-137,NO,1,110,98,93,94,99,107,117,94,108,87
GENE-138,NO,1,1,0,0,0,0,0,0,0,0,0
GENE-139,NO,1,161,171,215,195,143,278,166,173,211,294
GENE-140,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-141,NO,1,119,104,150,416,232,148,412,57,29,97
GENE-142,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-143,NO,1,0,0,1,3,0,0,0,1,1,1
GENE-144,NO,1,35,55,52,77,77,76,61,44,96,40
GENE-145,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-146,NO,1,0,2,0,3,1,1,1,2,1,0
GENE-147,NO,1,71,80,77,68,91,77,84,85,83,90
GENE-148,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-149,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-150,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-151,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-152,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-153,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-154,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-155,NO,1,4,4,6,4,2,2,6,4,4,3
GENE-156,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-157,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-158,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-159,NO,1,18,15,11,21,18,19,12,14,16,18
GENE-160,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-161,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-162,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-163,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-164,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-165,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-166,NO,1,0,0,1,0,0,0,1,0,0,1
GENE-167,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-168,NO,1,0,0,0,0,0,0,0,1,1,0
GENE-169,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-170,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-171,NO,1,15,8,18,16,12,13,19,9,20,13
GENE-172,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-173,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-174,NO,1,50,40,28,46,40,76,35,43,49,33
GENE-175,NO,1,30,24,23,34,26,21,18,21,25,32
GENE-176,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-177,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-178,NO,1,324,237,247,345,302,232,247,313,240,248
GENE-179,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-180,NO,1,53,49,64,49,47,60,41,54,57,54
GENE-181,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-182,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-183,NO,1,0,0,0,0,1,0,0,0,0,0
GENE-184,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-185,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-186,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-187,NO,1,31,32,69,38,40,31,17,23,50,46
GENE-188,NO,1,3,5,5,1,5,4,3,5,1,2
GENE-189,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-190,NO,1,1,1,0,0,0,1,0,0,1,0
GENE-191,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-192,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-193,NO,1,1,0,2,1,0,0,0,1,1,1
GENE-194,NO,1,6,1,3,1,2,2,2,1,2,3
GENE-195,NO,1,127,166,166,107,156,145,177,139,152,149
GENE-196,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-197,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-198,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-199,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-200,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-201,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-202,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-203,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-204,NO,1,135,152,96,173,112,73,43,57,98,117
GENE-205,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-206,NO,1,14,8,9,5,10,10,9,10,7,9
GENE-207,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-208,NO,1,778,372,185,143,25,238,537,264,931,527
GENE-209,NO,1,144,193,240,188,202,207,268,192,134,130
GENE-210,NO,1,54,72,63,78,79,66,83,88,87,69
GENE-211,NO,1,12,7,8,7,12,13,14,7,3,12
GENE-212,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-213,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-214,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-215,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-216,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-217,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-218,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-219,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-220,NO,1,2346,2239,4365,3460,3826,1852,656,1730,825,1770
GENE-221,NO,1,69,20,0,0,40,0,270,8,0,5
GENE-222,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-223,NO,1,5272,6038,2936,4030,5204,5042,4235,6223,5447,4642
GENE-224,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-225,NO,1,54,40,29,35,61,39,41,40,46,49
GENE-226,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-227,NO,1,1,0,1,4,3,1,2,2,5,4
GENE-228,NO,1,1,7,4,5,5,6,7,4,8,6
GENE-229,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-230,NO,1,0,0,1,1,0,0,0,0,0,0
GENE-231,NO,1,2,2,3,3,2,0,1,1,0,0
GENE-232,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-233,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-234,NO,1,37,40,58,64,48,43,52,57,54,60
GENE-235,NO,1,192,243,179,241,253,165,224,315,192,215
GENE-236,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-237,NO,1,177,164,154,152,158,159,174,156,139,162
GENE-238,NO,1,1,1,0,0,0,1,0,0,2,0
GENE-239,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-240,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-241,NO,1,3,3,2,9,1,1,1,1,5,2
GENE-242,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-243,NO,1,1,1,0,3,0,3,0,3,0,0
GENE-244,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-245,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-246,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-247,NO,1,21,13,17,19,8,23,20,13,14,20
GENE-248,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-249,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-250,NO,1,10,7,8,11,5,15,5,13,6,7
GENE-251,NO,1,32,20,24,19,41,37,48,38,32,31
GENE-252,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-253,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-254,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-255,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-256,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-257,NO,1,55,90,65,57,62,58,28,23,21,40
GENE-258,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-259,NO,1,0,2,0,0,0,2,3,0,0,1
GENE-260,NO,1,131,135,135,183,149,134,131,142,149,174
GENE-261,NO,1,156,123,138,138,151,140,148,127,118,112
GENE-262,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-263,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-264,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-265,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-266,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-267,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-268,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-269,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-270,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-271,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-272,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-273,NO,1,2363,1974,1904,2266,1808,2220,1787,1976,1857,1903
GENE-274,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-275,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-276,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-277,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-278,NO,1,78,74,52,56,84,82,67,88,52,81
GENE-279,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-280,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-281,NO,1,63,38,40,49,53,50,30,39,54,41
GENE-282,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-283,NO,1,0,0,0,0,0,0,0,0,1,0
GENE-284,NO,1,17,24,25,20,31,27,30,36,23,23
GENE-285,NO,1,57,58,42,35,57,43,52,50,49,55
GENE-286,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-287,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-288,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-289,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-290,NO,1,6,4,6,8,5,1,5,5,10,7
GENE-291,NO,1,94,101,106,104,102,109,92,101,115,92
GENE-292,NO,1,125,79,155,122,181,226,129,193,137,165
GENE-293,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-294,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-295,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-296,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-297,NO,1,7,6,4,5,9,11,7,6,5,4
GENE-298,NO,1,151,319,170,4047,499,970,67,531,228,1047
GENE-299,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-300,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-301,NO,1,42,48,38,52,64,57,61,61,62,45
GENE-302,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-303,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-304,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-305,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-306,NO,1,2,0,1,2,1,1,1,0,1,1
GENE-307,NO,1,2,4,1,4,1,2,2,2,2,2
GENE-308,NO,1,0,0,1,1,0,0,0,2,1,0
GENE-309,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-310,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-311,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-312,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-313,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-314,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-315,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-316,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-317,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-318,NO,1,0,0,1,0,2,1,2,1,0,1
GENE-319,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-320,NO,1,11041,9880,8506,10740,10193,9712,10331,10196,13025,10582
GENE-321,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-322,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-323,NO,1,10,19,43,35,45,48,27,51,49,23
GENE-324,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-325,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-326,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-327,NO,1,408,368,452,419,396,410,421,378,397,419
GENE-328,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-329,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-330,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-331,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-332,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-333,NO,1,6,2,7,7,5,8,3,6,4,6
GENE-334,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-335,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-336,NO,1,18117,17327,19397,17121,14972,16157,23983,14689,13422,27234
GENE-337,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-338,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-340,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-341,NO,1,3,2,2,1,2,1,2,6,2,5
GENE-342,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-343,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-344,NO,1,435,415,381,357,387,388,388,390,390,354
GENE-345,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-346,NO,1,5,8,9,8,16,11,8,7,5,9
GENE-347,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-348,NO,1,43,49,26,44,39,39,39,39,30,50
GENE-349,NO,1,0,1,0,0,0,0,0,0,0,0
GENE-350,NO,1,142,198,131,183,158,167,194,134,159,154
GENE-351,NO,1,0,0,2,0,0,3,0,0,0,2
GENE-352,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-353,NO,1,470,269,580,617,477,283,375,281,303,289
GENE-354,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-355,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-356,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-357,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-358,NO,1,2,1,0,2,1,1,3,1,0,0
GENE-359,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-360,NO,1,395,419,409,294,252,383,401,389,368,267
GENE-361,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-362,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-363,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-364,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-365,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-366,NO,1,8,12,12,6,9,10,10,8,8,6
GENE-367,NO,1,323,312,86,257,167,331,445,44,391,12
GENE-368,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-369,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-370,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-371,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-372,NO,1,284,305,244,397,212,232,229,276,228,350
GENE-373,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-374,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-375,NO,1,21,25,27,18,16,46,27,18,13,29
GENE-376,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-377,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-378,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-379,NO,1,20,16,12,29,17,25,17,24,28,24
GENE-380,NO,1,42,53,46,36,42,59,33,24,44,39
GENE-381,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-382,NO,1,12,22,21,14,14,20,16,18,12,8
GENE-383,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-384,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-385,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-386,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-387,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-388,NO,1,57,43,51,57,63,51,33,51,40,60
GENE-389,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-390,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-391,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-392,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-393,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-394,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-395,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-396,NO,1,4,4,2,6,4,0,4,1,6,4
GENE-397,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-398,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-399,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-400,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-401,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-402,NO,1,2360,2064,1805,1130,1876,1947,2139,1673,1769,1479
GENE-403,NO,1,635,904,869,788,858,810,696,601,788,748
GENE-404,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-405,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-406,NO,1,32,14,18,19,16,22,20,14,7,10
GENE-407,NO,1,610,682,375,614,651,550,649,459,441,611
GENE-408,NO,1,0,0,0,1,1,0,0,1,0,1
GENE-409,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-410,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-411,NO,1,16,35,22,7,19,38,28,40,16,20
GENE-412,NO,1,2,4,3,0,1,4,2,2,2,0
GENE-413,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-415,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-416,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-417,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-419,NO,1,21,23,21,21,21,17,12,29,33,14
GENE-420,NO,1,558,814,782,776,844,570,705,630,644,732
GENE-421,NO,1,1,2,0,1,2,2,1,2,3,0
GENE-422,NO,1,836,731,611,746,818,676,805,658,624,926
GENE-423,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-424,NO,1,808,740,634,568,680,807,678,735,545,788
GENE-425,NO,1,23,28,14,16,23,19,17,21,17,22
GENE-426,NO,1,438,357,349,554,438,367,438,424,383,427
GENE-427,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-428,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-429,NO,1,33,62,50,55,40,32,47,31,58,22
GENE-430,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-431,NO,1,44,41,37,34,36,57,52,47,36,45
GENE-432,NO,1,5,161,65,89,83,52,134,16,88,124
GENE-433,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-434,NO,1,480,662,509,544,589,596,582,669,729,739
GENE-435,NO,1,339,346,430,449,477,464,431,366,329,356
GENE-436,NO,1,11,7,5,7,4,9,3,8,5,5
GENE-437,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-439,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-440,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-441,NO,1,895,773,922,787,748,773,805,714,742,1034
GENE-442,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-443,NO,1,9,16,3,12,12,10,8,11,16,12
GENE-444,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-445,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-446,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-447,NO,1,2,2,14,6,8,2,4,10,10,8
GENE-448,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-449,NO,1,1,0,0,0,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-451,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-452,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-453,NO,1,1423,1184,1350,1624,1015,1453,1160,949,1006,1353
GENE-454,NO,1,227,336,241,271,326,440,149,279,177,383
GENE-455,NO,1,212,202,266,222,254,193,245,298,259,296
GENE-456,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-457,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-459,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-460,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-461,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-462,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-463,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-464,NO,1,55,35,39,47,54,37,44,41,52,37
GENE-465,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-466,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-467,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-468,NO,1,321,236,288,211,218,290,338,204,228,269
GENE-469,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-470,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-471,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-472,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-473,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-474,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-475,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-476,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-477,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-478,NO,1,54,40,67,55,25,45,91,23,39,64
GENE-479,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-480,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-481,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-482,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-483,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-484,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-485,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-486,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-487,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-488,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-489,NO,1,18,15,14,11,9,10,8,6,11,16
GENE-490,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-491,NO,1,80,20,42,56,31,54,61,60,47,42
GENE-492,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-493,NO,1,759,34,187,455,267,796,937,88,23,150
GENE-494,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-495,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-496,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-497,NO,1,664,815,914,710,936,751,700,810,788,797
GENE-498,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-499,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-500,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-501,NO,1,6,8,12,7,8,16,8,12,11,6
GENE-502,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-504,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-505,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-506,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-508,NO,1,2,7,4,11,16,11,13,13,5,2
GENE-509,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-510,NO,1,0,0,0,0,0,0,0,0,0,0
